ID,parcelle(PC/PF),site(1-2),plot,label,holenbr
PF-14-2-11,PF,1,4,2,11
PF-14-2-12,PF,1,4,2,12
PF-14-2-13,PF,1,4,2,13
PF-14-2-14,PF,1,4,2,14
PF-14-2-15,PF,1,4,2,15
PF-14-2-16,PF,1,4,2,16
PF-14-3-1,PF,1,4,3,1
PF-14-3-2,PF,1,4,3,2
PF-14-3-3,PF,1,4,3,3
PF-14-3-4,PF,1,4,3,4
PF-14-3-5,PF,1,4,3,5
PF-14-3-6,PF,1,4,3,6
PF-14-3-7,PF,1,4,3,7
PF-14-3-8,PF,1,4,3,8
PF-14-3-9,PF,1,4,3,9
PF-14-3-10,PF,1,4,3,10
PF-14-3-11,PF,1,4,3,11
PF-14-3-12,PF,1,4,3,12
PF-14-3-13,PF,1,4,3,13
PF-14-3-14,PF,1,4,3,14
PF-14-3-15,PF,1,4,3,15
PF-14-3-16,PF,1,4,3,16
PF-14-4-1,PF,1,4,4,1
PF-14-4-2,PF,1,4,4,2
PF-14-4-3,PF,1,4,4,3
PF-14-4-4,PF,1,4,4,4
PF-14-4-5,PF,1,4,4,5
PF-14-4-6,PF,1,4,4,6
PF-14-4-7,PF,1,4,4,7
PF-14-4-8,PF,1,4,4,8
PF-14-4-9,PF,1,4,4,9
PF-14-4-10,PF,1,4,4,10
PF-14-4-11,PF,1,4,4,11
PF-14-4-12,PF,1,4,4,12
PF-14-4-13,PF,1,4,4,13
PF-14-4-14,PF,1,4,4,14
PF-14-4-15,PF,1,4,4,15
PF-14-4-16,PF,1,4,4,16
PF-14-5-1,PF,1,4,5,1
PF-14-5-2,PF,1,4,5,2
PF-14-5-3,PF,1,4,5,3
PF-14-5-4,PF,1,4,5,4
PF-14-5-5,PF,1,4,5,5
PF-14-5-6,PF,1,4,5,6
PF-14-5-7,PF,1,4,5,7
PF-14-5-8,PF,1,4,5,8
PF-14-5-9,PF,1,4,5,9
PF-14-5-10,PF,1,4,5,10
PF-14-5-11,PF,1,4,5,11
PF-14-5-12,PF,1,4,5,12
PF-14-5-13,PF,1,4,5,13
PF-14-5-14,PF,1,4,5,14
PF-14-5-15,PF,1,4,5,15
PF-14-5-16,PF,1,4,5,16
PF-15-1-1,PF,1,5,1,1
PF-15-1-2,PF,1,5,1,2
PF-15-1-3,PF,1,5,1,3
PF-15-1-4,PF,1,5,1,4
PF-15-1-5,PF,1,5,1,5
PF-15-1-6,PF,1,5,1,6
PF-15-1-7,PF,1,5,1,7
PF-15-1-8,PF,1,5,1,8
PF-15-1-9,PF,1,5,1,9
PF-15-1-10,PF,1,5,1,10
PF-15-1-11,PF,1,5,1,11
PF-15-1-12,PF,1,5,1,12
PF-15-1-13,PF,1,5,1,13
PF-15-1-14,PF,1,5,1,14
PF-15-1-15,PF,1,5,1,15
PF-15-1-16,PF,1,5,1,16
PF-15-2-1,PF,1,5,2,1
PF-15-2-2,PF,1,5,2,2
PF-15-2-3,PF,1,5,2,3
PF-15-2-4,PF,1,5,2,4
PF-15-2-5,PF,1,5,2,5
PF-15-2-6,PF,1,5,2,6
PF-15-2-7,PF,1,5,2,7
PF-15-2-8,PF,1,5,2,8
PF-15-2-9,PF,1,5,2,9
PF-15-2-10,PF,1,5,2,10
PF-15-2-11,PF,1,5,2,11
PF-15-2-12,PF,1,5,2,12
PF-15-2-13,PF,1,5,2,13
PF-15-2-14,PF,1,5,2,14
PF-15-2-15,PF,1,5,2,15
PF-15-2-16,PF,1,5,2,16
PF-15-3-1,PF,1,5,3,1
PF-15-3-2,PF,1,5,3,2
PF-15-3-3,PF,1,5,3,3
PF-15-3-4,PF,1,5,3,4
PF-15-3-5,PF,1,5,3,5
PF-15-3-6,PF,1,5,3,6
PF-15-3-7,PF,1,5,3,7
PF-15-3-8,PF,1,5,3,8
PF-15-3-9,PF,1,5,3,9
PF-15-3-10,PF,1,5,3,10
PF-15-3-11,PF,1,5,3,11
PF-15-3-12,PF,1,5,3,12
PF-15-3-13,PF,1,5,3,13
PF-15-3-14,PF,1,5,3,14
PF-15-3-15,PF,1,5,3,15
PF-15-3-16,PF,1,5,3,16
PF-15-4-1,PF,1,5,4,1
PF-15-4-2,PF,1,5,4,2
PF-15-4-3,PF,1,5,4,3
PF-15-4-4,PF,1,5,4,4
PF-15-4-5,PF,1,5,4,5
PF-15-4-6,PF,1,5,4,6
PF-15-4-7,PF,1,5,4,7
PF-15-4-8,PF,1,5,4,8
PF-15-4-9,PF,1,5,4,9
PF-15-4-10,PF,1,5,4,10
PF-15-4-11,PF,1,5,4,11
PF-15-4-12,PF,1,5,4,12
PF-15-4-13,PF,1,5,4,13
PF-15-4-14,PF,1,5,4,14
PF-15-4-15,PF,1,5,4,15
PF-15-4-16,PF,1,5,4,16
PF-15-5-1,PF,1,5,5,1
PF-15-5-2,PF,1,5,5,2
PF-15-5-3,PF,1,5,5,3
PF-15-5-4,PF,1,5,5,4
PF-15-5-5,PF,1,5,5,5
PF-15-5-6,PF,1,5,5,6
PF-15-5-7,PF,1,5,5,7
PF-15-5-8,PF,1,5,5,8
PF-15-5-9,PF,1,5,5,9
PF-15-5-10,PF,1,5,5,10
PF-15-5-11,PF,1,5,5,11
PF-15-5-12,PF,1,5,5,12
PF-15-5-13,PF,1,5,5,13
PF-15-5-14,PF,1,5,5,14
PF-15-5-15,PF,1,5,5,15
PF-15-5-16,PF,1,5,5,16
PF-21-1-1,PF,2,1,1,1
PF-21-1-2,PF,2,1,1,2
PF-21-1-3,PF,2,1,1,3
PF-21-1-4,PF,2,1,1,4
PF-21-1-5,PF,2,1,1,5
PF-21-1-6,PF,2,1,1,6
PF-21-1-7,PF,2,1,1,7
PF-21-1-8,PF,2,1,1,8
PF-21-1-9,PF,2,1,1,9
PF-21-1-10,PF,2,1,1,10
PF-21-1-11,PF,2,1,1,11
PF-21-1-12,PF,2,1,1,12
PF-21-1-13,PF,2,1,1,13
PF-21-1-14,PF,2,1,1,14
PF-21-1-15,PF,2,1,1,15
PF-21-1-16,PF,2,1,1,16
PF-21-2-1,PF,2,1,2,1
PF-21-2-2,PF,2,1,2,2
PF-21-2-3,PF,2,1,2,3
PF-21-2-4,PF,2,1,2,4
PF-21-2-5,PF,2,1,2,5
PF-21-2-6,PF,2,1,2,6
PF-21-2-7,PF,2,1,2,7
PF-21-2-8,PF,2,1,2,8
PF-21-2-9,PF,2,1,2,9
PF-21-2-10,PF,2,1,2,10
PF-21-2-11,PF,2,1,2,11
PF-21-2-12,PF,2,1,2,12
PF-21-2-13,PF,2,1,2,13
PF-21-2-14,PF,2,1,2,14
PF-21-2-15,PF,2,1,2,15
PF-21-2-16,PF,2,1,2,16
PF-21-3-1,PF,2,1,3,1
PF-21-3-2,PF,2,1,3,2
PF-21-3-3,PF,2,1,3,3
PF-21-3-4,PF,2,1,3,4
PF-21-3-5,PF,2,1,3,5
PF-21-3-6,PF,2,1,3,6
PF-21-3-7,PF,2,1,3,7
PF-21-3-8,PF,2,1,3,8
PF-21-3-9,PF,2,1,3,9
PF-21-3-10,PF,2,1,3,10
PF-21-3-11,PF,2,1,3,11
PF-21-3-12,PF,2,1,3,12
PF-21-3-13,PF,2,1,3,13
PF-21-3-14,PF,2,1,3,14
PF-21-3-15,PF,2,1,3,15
PF-21-3-16,PF,2,1,3,16
PF-21-4-1,PF,2,1,4,1
PF-21-4-2,PF,2,1,4,2
PF-21-4-3,PF,2,1,4,3
PF-21-4-4,PF,2,1,4,4
PF-21-4-5,PF,2,1,4,5
PF-21-4-6,PF,2,1,4,6
PF-21-4-7,PF,2,1,4,7
PF-21-4-8,PF,2,1,4,8
PF-21-4-9,PF,2,1,4,9
PF-21-4-10,PF,2,1,4,10
PF-21-4-11,PF,2,1,4,11
PF-21-4-12,PF,2,1,4,12
PF-21-4-13,PF,2,1,4,13
PF-21-4-14,PF,2,1,4,14
PF-21-4-15,PF,2,1,4,15
PF-21-4-16,PF,2,1,4,16
PF-21-5-1,PF,2,1,5,1
PF-21-5-2,PF,2,1,5,2
PF-21-5-3,PF,2,1,5,3
PF-21-5-4,PF,2,1,5,4
PF-21-5-5,PF,2,1,5,5
PF-21-5-6,PF,2,1,5,6
PF-21-5-7,PF,2,1,5,7
PF-21-5-8,PF,2,1,5,8
PF-21-5-9,PF,2,1,5,9
PF-21-5-10,PF,2,1,5,10
PF-21-5-11,PF,2,1,5,11
PF-21-5-12,PF,2,1,5,12
PF-21-5-13,PF,2,1,5,13
PF-21-5-14,PF,2,1,5,14
PF-21-5-15,PF,2,1,5,15
PF-21-5-16,PF,2,1,5,16
PF-22-1-1,PF,2,2,1,1
PF-22-1-2,PF,2,2,1,2
PF-22-1-3,PF,2,2,1,3
PF-22-1-4,PF,2,2,1,4
PF-22-1-5,PF,2,2,1,5
PF-22-1-6,PF,2,2,1,6
PF-22-1-7,PF,2,2,1,7
PF-22-1-8,PF,2,2,1,8
PF-22-1-9,PF,2,2,1,9
PF-22-1-10,PF,2,2,1,10
PF-22-1-11,PF,2,2,1,11
PF-22-1-12,PF,2,2,1,12
PF-22-1-13,PF,2,2,1,13
PF-22-1-14,PF,2,2,1,14
PF-22-1-15,PF,2,2,1,15
PF-22-1-16,PF,2,2,1,16
PF-22-2-1,PF,2,2,2,1
PF-22-2-2,PF,2,2,2,2
PF-22-2-3,PF,2,2,2,3
PF-22-2-4,PF,2,2,2,4
PF-22-2-5,PF,2,2,2,5
PF-22-2-6,PF,2,2,2,6
PF-22-2-7,PF,2,2,2,7
PF-22-2-8,PF,2,2,2,8
PF-22-2-9,PF,2,2,2,9
PF-22-2-10,PF,2,2,2,10
PF-22-2-11,PF,2,2,2,11
PF-22-2-12,PF,2,2,2,12
PF-22-2-13,PF,2,2,2,13
PF-22-2-14,PF,2,2,2,14
PF-22-2-15,PF,2,2,2,15
PF-22-2-16,PF,2,2,2,16
PF-22-3-1,PF,2,2,3,1
PF-22-3-2,PF,2,2,3,2
PF-22-3-3,PF,2,2,3,3
PF-22-3-4,PF,2,2,3,4
PF-22-3-5,PF,2,2,3,5
PF-22-3-6,PF,2,2,3,6
PF-22-3-7,PF,2,2,3,7
PF-22-3-8,PF,2,2,3,8
PF-22-3-9,PF,2,2,3,9
PF-22-3-10,PF,2,2,3,10
PF-22-3-11,PF,2,2,3,11
PF-22-3-12,PF,2,2,3,12
PF-22-3-13,PF,2,2,3,13
PF-22-3-14,PF,2,2,3,14
PF-22-3-15,PF,2,2,3,15
PF-22-3-16,PF,2,2,3,16
PF-22-4-1,PF,2,2,4,1
PF-22-4-2,PF,2,2,4,2
PF-22-4-3,PF,2,2,4,3
PF-22-4-4,PF,2,2,4,4
PF-22-4-5,PF,2,2,4,5
PF-22-4-6,PF,2,2,4,6
PF-22-4-7,PF,2,2,4,7
PF-22-4-8,PF,2,2,4,8
PF-22-4-9,PF,2,2,4,9
PF-22-4-10,PF,2,2,4,10
PF-22-4-11,PF,2,2,4,11
PF-22-4-12,PF,2,2,4,12
PF-22-4-13,PF,2,2,4,13
PF-22-4-14,PF,2,2,4,14
PF-22-4-15,PF,2,2,4,15
PF-22-4-16,PF,2,2,4,16
PF-22-5-1,PF,2,2,5,1
PF-22-5-2,PF,2,2,5,2
PF-22-5-3,PF,2,2,5,3
PF-22-5-4,PF,2,2,5,4
PF-22-5-5,PF,2,2,5,5
PF-22-5-6,PF,2,2,5,6
PF-22-5-7,PF,2,2,5,7
PF-22-5-8,PF,2,2,5,8
PF-22-5-9,PF,2,2,5,9
PF-22-5-10,PF,2,2,5,10
PF-22-5-11,PF,2,2,5,11
PF-22-5-12,PF,2,2,5,12
PF-22-5-13,PF,2,2,5,13
PF-22-5-14,PF,2,2,5,14
PF-22-5-15,PF,2,2,5,15
PF-22-5-16,PF,2,2,5,16
PF-23-1-1,PF,2,3,1,1
PF-23-1-2,PF,2,3,1,2
PF-23-1-3,PF,2,3,1,3
PF-23-1-4,PF,2,3,1,4
PF-23-1-5,PF,2,3,1,5
PF-23-1-6,PF,2,3,1,6
PF-23-1-7,PF,2,3,1,7
PF-23-1-8,PF,2,3,1,8
PF-23-1-9,PF,2,3,1,9
PF-23-1-10,PF,2,3,1,10
PF-23-1-11,PF,2,3,1,11
PF-23-1-12,PF,2,3,1,12
PF-23-1-13,PF,2,3,1,13
PF-23-1-14,PF,2,3,1,14
PF-23-1-15,PF,2,3,1,15
PF-23-1-16,PF,2,3,1,16
PF-23-2-1,PF,2,3,2,1
PF-23-2-2,PF,2,3,2,2
PF-23-2-3,PF,2,3,2,3
PF-23-2-4,PF,2,3,2,4
PF-23-2-5,PF,2,3,2,5
PF-23-2-6,PF,2,3,2,6
PF-23-2-7,PF,2,3,2,7
PF-23-2-8,PF,2,3,2,8
PF-23-2-9,PF,2,3,2,9
PF-23-2-10,PF,2,3,2,10
PF-23-2-11,PF,2,3,2,11
PF-23-2-12,PF,2,3,2,12
PF-23-2-13,PF,2,3,2,13
PF-23-2-14,PF,2,3,2,14
PF-23-2-15,PF,2,3,2,15
PF-23-2-16,PF,2,3,2,16
PF-23-3-1,PF,2,3,3,1
PF-23-3-2,PF,2,3,3,2
PF-23-3-3,PF,2,3,3,3
PF-23-3-4,PF,2,3,3,4
PF-23-3-5,PF,2,3,3,5
PF-23-3-6,PF,2,3,3,6
PF-23-3-7,PF,2,3,3,7
PF-23-3-8,PF,2,3,3,8
PF-23-3-9,PF,2,3,3,9
PF-23-3-10,PF,2,3,3,10
PF-23-3-11,PF,2,3,3,11
PF-23-3-12,PF,2,3,3,12
PF-23-3-13,PF,2,3,3,13
PF-23-3-14,PF,2,3,3,14
PF-23-3-15,PF,2,3,3,15
PF-23-3-16,PF,2,3,3,16
PF-23-4-1,PF,2,3,4,1
PF-23-4-2,PF,2,3,4,2
PF-23-4-3,PF,2,3,4,3
PF-23-4-4,PF,2,3,4,4
PF-23-4-5,PF,2,3,4,5
PF-23-4-6,PF,2,3,4,6
PF-23-4-7,PF,2,3,4,7
PF-23-4-8,PF,2,3,4,8
PF-23-4-9,PF,2,3,4,9
PF-23-4-10,PF,2,3,4,10
PF-23-4-11,PF,2,3,4,11
PF-23-4-12,PF,2,3,4,12
PF-23-4-13,PF,2,3,4,13
PF-23-4-14,PF,2,3,4,14
PF-23-4-15,PF,2,3,4,15
PF-23-4-16,PF,2,3,4,16
PF-23-5-1,PF,2,3,5,1
PF-23-5-2,PF,2,3,5,2
PF-23-5-3,PF,2,3,5,3
PF-23-5-4,PF,2,3,5,4
PF-23-5-5,PF,2,3,5,5
PF-23-5-6,PF,2,3,5,6
PF-23-5-7,PF,2,3,5,7
PF-23-5-8,PF,2,3,5,8
PF-23-5-9,PF,2,3,5,9
PF-23-5-10,PF,2,3,5,10
PF-23-5-11,PF,2,3,5,11
PF-23-5-12,PF,2,3,5,12
PF-23-5-13,PF,2,3,5,13
PF-23-5-14,PF,2,3,5,14
PF-23-5-15,PF,2,3,5,15
PF-23-5-16,PF,2,3,5,16
PF-24-1-1,PF,2,4,1,1
PF-24-1-2,PF,2,4,1,2
PF-24-1-3,PF,2,4,1,3
PF-24-1-4,PF,2,4,1,4
PF-24-1-5,PF,2,4,1,5
PF-24-1-6,PF,2,4,1,6
PF-24-1-7,PF,2,4,1,7
PF-24-1-8,PF,2,4,1,8
PF-24-1-9,PF,2,4,1,9
PF-24-1-10,PF,2,4,1,10
PF-24-1-11,PF,2,4,1,11
PF-24-1-12,PF,2,4,1,12
PF-24-1-13,PF,2,4,1,13
PF-24-1-14,PF,2,4,1,14
PF-24-1-15,PF,2,4,1,15
PF-24-1-16,PF,2,4,1,16
PF-24-2-1,PF,2,4,2,1
PF-24-2-2,PF,2,4,2,2
PF-24-2-3,PF,2,4,2,3
PF-24-2-4,PF,2,4,2,4
PF-24-2-5,PF,2,4,2,5
PF-24-2-6,PF,2,4,2,6
PF-24-2-7,PF,2,4,2,7
PF-24-2-8,PF,2,4,2,8
PF-24-2-9,PF,2,4,2,9
PF-24-2-10,PF,2,4,2,10
PF-24-2-11,PF,2,4,2,11
PF-24-2-12,PF,2,4,2,12
PF-24-2-13,PF,2,4,2,13
PF-24-2-14,PF,2,4,2,14
PF-24-2-15,PF,2,4,2,15
PF-24-2-16,PF,2,4,2,16
PF-24-3-1,PF,2,4,3,1
PF-24-3-2,PF,2,4,3,2
PF-24-3-3,PF,2,4,3,3
PF-24-3-4,PF,2,4,3,4
PF-24-3-5,PF,2,4,3,5
PF-24-3-6,PF,2,4,3,6
PF-24-3-7,PF,2,4,3,7
PF-24-3-8,PF,2,4,3,8
PF-24-3-9,PF,2,4,3,9
PF-24-3-10,PF,2,4,3,10
PF-24-3-11,PF,2,4,3,11
PF-24-3-12,PF,2,4,3,12
PF-24-3-13,PF,2,4,3,13
PF-24-3-14,PF,2,4,3,14
PF-24-3-15,PF,2,4,3,15
PF-24-3-16,PF,2,4,3,16
PF-24-4-1,PF,2,4,4,1
PF-24-4-2,PF,2,4,4,2
PF-24-4-3,PF,2,4,4,3
PF-24-4-4,PF,2,4,4,4
PF-24-4-5,PF,2,4,4,5
PF-24-4-6,PF,2,4,4,6
PF-24-4-7,PF,2,4,4,7
PF-24-4-8,PF,2,4,4,8
PF-24-4-9,PF,2,4,4,9
PF-24-4-10,PF,2,4,4,10
PF-24-4-11,PF,2,4,4,11
PF-24-4-12,PF,2,4,4,12
PF-24-4-13,PF,2,4,4,13
PF-24-4-14,PF,2,4,4,14
PF-24-4-15,PF,2,4,4,15
PF-24-4-16,PF,2,4,4,16
PF-24-5-1,PF,2,4,5,1
PF-24-5-2,PF,2,4,5,2
PF-24-5-3,PF,2,4,5,3
PF-24-5-4,PF,2,4,5,4
PF-24-5-5,PF,2,4,5,5
PF-24-5-6,PF,2,4,5,6
PF-24-5-7,PF,2,4,5,7
PF-24-5-8,PF,2,4,5,8
PF-24-5-9,PF,2,4,5,9
PF-24-5-10,PF,2,4,5,10
PF-24-5-11,PF,2,4,5,11
PF-24-5-12,PF,2,4,5,12
PF-24-5-13,PF,2,4,5,13
PF-24-5-14,PF,2,4,5,14
PF-24-5-15,PF,2,4,5,15
PF-24-5-16,PF,2,4,5,16
PF-25-1-1,PF,2,5,1,1
PF-25-1-2,PF,2,5,1,2
PF-25-1-3,PF,2,5,1,3
PF-25-1-4,PF,2,5,1,4
PF-25-1-5,PF,2,5,1,5
PF-25-1-6,PF,2,5,1,6
PF-25-1-7,PF,2,5,1,7
PF-25-1-8,PF,2,5,1,8
PF-25-1-9,PF,2,5,1,9
PF-25-1-10,PF,2,5,1,10
PF-25-1-11,PF,2,5,1,11
PF-25-1-12,PF,2,5,1,12
PF-25-1-13,PF,2,5,1,13
PF-25-1-14,PF,2,5,1,14
PF-25-1-15,PF,2,5,1,15
PF-25-1-16,PF,2,5,1,16
PF-25-2-1,PF,2,5,2,1
PF-25-2-2,PF,2,5,2,2
PF-25-2-3,PF,2,5,2,3
PF-25-2-4,PF,2,5,2,4
PF-25-2-5,PF,2,5,2,5
PF-25-2-6,PF,2,5,2,6
PF-25-2-7,PF,2,5,2,7
PF-25-2-8,PF,2,5,2,8
PF-25-2-9,PF,2,5,2,9
PF-25-2-10,PF,2,5,2,10
PF-25-2-11,PF,2,5,2,11
PF-25-2-12,PF,2,5,2,12
PF-25-2-13,PF,2,5,2,13
PF-25-2-14,PF,2,5,2,14
PF-25-2-15,PF,2,5,2,15
PF-25-2-16,PF,2,5,2,16
PF-25-3-1,PF,2,5,3,1
PF-25-3-2,PF,2,5,3,2
PF-25-3-3,PF,2,5,3,3
PF-25-3-4,PF,2,5,3,4
PF-25-3-5,PF,2,5,3,5
PF-25-3-6,PF,2,5,3,6
PF-25-3-7,PF,2,5,3,7
PF-25-3-8,PF,2,5,3,8
PF-25-3-9,PF,2,5,3,9
PF-25-3-10,PF,2,5,3,10
PF-25-3-11,PF,2,5,3,11
PF-25-3-12,PF,2,5,3,12
PF-25-3-13,PF,2,5,3,13
PF-25-3-14,PF,2,5,3,14
PF-25-3-15,PF,2,5,3,15
PF-25-3-16,PF,2,5,3,16
PF-25-4-1,PF,2,5,4,1
PF-25-4-2,PF,2,5,4,2
PF-25-4-3,PF,2,5,4,3
PF-25-4-4,PF,2,5,4,4
PF-25-4-5,PF,2,5,4,5
PF-25-4-6,PF,2,5,4,6
PF-25-4-7,PF,2,5,4,7
PF-25-4-8,PF,2,5,4,8
PF-25-4-9,PF,2,5,4,9
PF-25-4-10,PF,2,5,4,10
PF-25-4-11,PF,2,5,4,11
PF-25-4-12,PF,2,5,4,12
PF-25-4-13,PF,2,5,4,13
PF-25-4-14,PF,2,5,4,14
PF-25-4-15,PF,2,5,4,15
PF-25-4-16,PF,2,5,4,16
PF-25-5-1,PF,2,5,5,1
PF-25-5-2,PF,2,5,5,2
PF-25-5-3,PF,2,5,5,3
PF-25-5-4,PF,2,5,5,4
PF-25-5-5,PF,2,5,5,5
PF-25-5-6,PF,2,5,5,6
PF-25-5-7,PF,2,5,5,7
PF-25-5-8,PF,2,5,5,8
PF-25-5-9,PF,2,5,5,9
PF-25-5-10,PF,2,5,5,10
PF-25-5-11,PF,2,5,5,11
PF-25-5-12,PF,2,5,5,12
PF-25-5-13,PF,2,5,5,13
PF-25-5-14,PF,2,5,5,14
PF-25-5-15,PF,2,5,5,15
PF-25-5-16,PF,2,5,5,16
